Application,Product,Drug,NDA,Marketing,Sponsor,Form,Strength,Ingredient,DocumentType,DocumentDate,DocumentURL
21569,1,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N021569,Discontinued,LIEBEL-FLARSHEIM,INJECTABLE (INJECTION),405MG/50ML (9MG/ML),SODIUM CHLORIDE,Letter,2006-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021569s000ltr.pdf
21569,2,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N021569,Prescription,LIEBEL-FLARSHEIM,INJECTABLE (INJECTION),1012.5MG/125ML (9MG/ML),SODIUM CHLORIDE,Letter,2006-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021569s000ltr.pdf
21612,1,LIPOFEN,N021612,Prescription,CIPHER PHARMS INC,CAPSULE (ORAL),50MG,FENOFIBRATE,Letter,2006-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/21612s000ltr.pdf
21612,2,LIPOFEN,N021612,Discontinued,CIPHER PHARMS INC,CAPSULE (ORAL),100MG,FENOFIBRATE,Letter,2006-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/21612s000ltr.pdf
21612,3,LIPOFEN,N021612,Prescription,CIPHER PHARMS INC,CAPSULE (ORAL),150MG,FENOFIBRATE,Letter,2006-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/21612s000ltr.pdf
21625,1,M.V.I. ADULT,N021625,Prescription,HOSPIRA,INJECTABLE (INTRAVENOUS),200MG/VIAL;0.06MG/VIAL;0.005MG/VIAL;15MG/VIAL;0.005MG/VIAL;0.6MG/VIAL;40MG/VIAL;6MG/VIAL;3.6MG/VIAL;6MG/VIAL;1MG/VIAL;10MG/VIAL;0.15MG/VIAL,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K,Letter,2004-02-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21625ltr.pdf
21643,1,M.V.I. ADULT (PHARMACY BULK PACKAGE),N021643,Prescription,HOSPIRA,INJECTABLE (INTRAVENOUS),200MG/5ML;0.06MG/5ML;0.005MG/5ML;15MG/5ML;0.005MG/5ML;0.6MG/5ML;40MG/5ML;6MG/5ML;3.6MG/5ML;6MG/5ML;1MG/5ML;10MG/5ML;0.15MG/5ML,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K,Letter,2004-02-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21643ltr.pdf
21670,1,VISIONBLUE,N021670,Prescription,DORC,SOLUTION (OPHTHALMIC),0.06%,TRYPAN BLUE,Label,2004-12-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/021670lbl.pdf
21674,1,MENOSTAR,N021674,Prescription,BAYER HLTHCARE,SYSTEM (TRANSDERMAL),0.014MG/24HR,ESTRADIOL,Letter,2004-06-10T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21674ltr.pdf
21697,1,VAPRISOL,N021697,Discontinued,CUMBERLAND PHARMS,INJECTABLE (INTRAVENOUS),20MG/4ML (5MG/ML),CONIVAPTAN HYDROCHLORIDE,Label,2005-12-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021697lbl.pdf
21697,2,VAPRISOL IN 5% DEXTROSE IN PLASTIC CONTAINER,N021697,Prescription,CUMBERLAND PHARMS,INJECTABLE (INTRAVENOUS),20MG/100ML (0.2MG/ML),CONIVAPTAN HYDROCHLORIDE,Label,2005-12-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021697lbl.pdf
21703,1,PRISMASOL BK 0/3.5 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),5.15GM/1000ML;N/A/1000ML;5.4GM/1000ML;2.03GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,2,PRISMASOL BGK 2/0 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;20GM/1000ML;5.4GM/1000ML;2.03GM/1000ML;0.157GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,3,PRISMASOL BGK 2/3.5 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),5.15GM/1000ML;20GM/1000ML;5.4GM/1000ML;2.03GM/1000ML;0.157GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,4,PRISMASOL BGK 4/2.5 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,5,PRISMASOL BGK 4/0 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,6,PRISMASOL BGK 0/2.5 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,7,PRISMASOL BK 0/0 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;N/A/1000ML;5.4GM/1000ML;3.05GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,8,PRISMASOL BGK 4/3.5 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),5.15GM/1000ML;20GM/1000ML;5.4GM/1000ML;2.03GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,9,PRISMASOL BK 4/2.5 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),3.68GM/1000ML;N/A/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,10,PRISMASOL B22GK 2/0 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.157GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,11,PRISMASOL B22GK 4/0 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,12,PRISMASOL B22GK 2/2.5 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.157GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,13,PRISMASOL B22GK 4/2.5 IN PLASTIC CONTAINER,N021703,Discontinued,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,14,PRISMASOL BK 0/0/1.2 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;N/A/1000ML;5.4GM/1000ML;2.44GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21703,15,PRISMASOL BGK 4/0/1.2 IN PLASTIC CONTAINER,N021703,Prescription,BAXTER HLTHCARE CORP,INJECTABLE (INJECTION),N/A/1000ML;20GM/1000ML;5.4GM/1000ML;2.44GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021703lbl.pdf
21762,1,FOSAMAX PLUS D,N021762,Prescription,ORGANON,TABLET (ORAL),"EQ 70MG BASE;2,800 IU",ALENDRONATE SODIUM; CHOLECALCIFEROL,Letter,2005-04-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021762ltr.pdf
21762,2,FOSAMAX PLUS D,N021762,Prescription,ORGANON,TABLET (ORAL),"EQ 70MG BASE;5,600 IU",ALENDRONATE SODIUM; CHOLECALCIFEROL,Letter,2005-04-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021762ltr.pdf
21779,1,VENTAVIS,N021779,Discontinued,ACTELION,SOLUTION (INHALATION),20MCG/2ML (10MCG/ML),ILOPROST,Letter,2005-01-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/021779ltr.pdf
21779,2,VENTAVIS,N021779,Prescription,ACTELION,SOLUTION (INHALATION),10MCG/ML (10MCG/ML),ILOPROST,Letter,2005-01-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/021779ltr.pdf
21779,3,VENTAVIS,N021779,Prescription,ACTELION,SOLUTION (INHALATION),20MCG/ML (20MCG/ML),ILOPROST,Letter,2005-01-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/021779ltr.pdf
21780,1,NITROMIST,N021780,Prescription,EVUS,"AEROSOL, METERED (SUBLINGUAL)",0.4MG/SPRAY,NITROGLYCERIN,Letter,2006-11-06T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021780s000ltr.pdf
21785,1,INVIRASE,N021785,Prescription,HOFFMANN-LA ROCHE,TABLET (ORAL),EQ 500MG BASE,SAQUINAVIR MESYLATE,Label,2004-12-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/021785lbl.pdf
21798,1,BARACLUDE,N021798,Prescription,BRISTOL MYERS SQUIBB,SOLUTION (ORAL),0.05MG/ML,ENTECAVIR,Label,2005-03-31T00:00:00Z,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021797,021798lbl.pdf"
21807,1,SOLTAMOX,N021807,Prescription,MAYNE PHARMA INC,SOLUTION (ORAL),EQ 20MG BASE/10ML,TAMOXIFEN CITRATE,Label,2005-11-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021807lbl.pdf
21814,1,APTIVUS,N021814,Prescription,BOEHRINGER INGELHEIM,CAPSULE (ORAL),250MG,TIPRANAVIR,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021814_Tipranavir_Clinical_BPCA.pdf
21877,1,ARRANON,N021877,Prescription,NOVARTIS,INJECTABLE (INTRAVENOUS),250MG/50ML (5MG/ML),NELARABINE,Letter,2005-11-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021877ltr.pdf
21906,1,KALETRA,N021906,Prescription,ABBVIE,TABLET (ORAL),200MG;50MG,LOPINAVIR; RITONAVIR,Letter,2005-11-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021906ltr.pdf
21906,2,KALETRA,N021906,Prescription,ABBVIE,TABLET (ORAL),100MG;25MG,LOPINAVIR; RITONAVIR,Letter,2005-11-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021906ltr.pdf
21910,1,NORMOCARB HF 25,N021910,Prescription,DIALYSIS SUPS,SOLUTION (INJECTION),0.21GM/100ML;2.8GM/100ML;9.07GM/100ML,MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-07-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021910lbl.pdf
21910,2,NORMOCARB HF 35,N021910,Prescription,DIALYSIS SUPS,SOLUTION (INJECTION),0.21GM/100ML;3.97GM/100ML;8.3GM/100ML,MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,Label,2006-07-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021910lbl.pdf
21946,1,XOLEGEL,N021946,Prescription,ALMIRALL,GEL (TOPICAL),2%,KETOCONAZOLE,Label,2006-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021946lbl.pdf
21949,1,PULMICORT FLEXHALER,N021949,Prescription,ASTRAZENECA,"POWDER, METERED (INHALATION)",0.08MG/INH,BUDESONIDE,Label,2006-07-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021949lbl.pdf
21949,2,PULMICORT FLEXHALER,N021949,Prescription,ASTRAZENECA,"POWDER, METERED (INHALATION)",0.16MG/INH,BUDESONIDE,Label,2006-07-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021949lbl.pdf
21956,1,DUTOPROL,N021956,Discontinued,CONCORDIA,"TABLET, EXTENDED RELEASE (ORAL)",12.5MG;EQ 25MG TARTRATE,HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE,Label,2006-08-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021956lbl.pdf
21956,2,DUTOPROL,N021956,Discontinued,CONCORDIA,"TABLET, EXTENDED RELEASE (ORAL)",12.5MG;EQ 50MG TARTRATE,HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE,Label,2006-08-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021956lbl.pdf
21956,3,DUTOPROL,N021956,Discontinued,CONCORDIA,"TABLET, EXTENDED RELEASE (ORAL)",12.5MG;EQ 100MG TARTRATE,HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE,Label,2006-08-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021956lbl.pdf
21957,1,NEXIUM,N021957,Prescription,ASTRAZENECA,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 20MG BASE/PACKET,ESOMEPRAZOLE MAGNESIUM,Letter,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021957s000ltr.pdf
21957,2,NEXIUM,N021957,Prescription,ASTRAZENECA,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 40MG BASE/PACKET,ESOMEPRAZOLE MAGNESIUM,Letter,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021957s000ltr.pdf
21957,3,NEXIUM,N021957,Prescription,ASTRAZENECA,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 2.5MG BASE/PACKET,ESOMEPRAZOLE MAGNESIUM,Letter,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021957s000ltr.pdf
21957,4,NEXIUM,N021957,Prescription,ASTRAZENECA,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 5MG BASE/PACKET,ESOMEPRAZOLE MAGNESIUM,Letter,2006-10-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021957s000ltr.pdf
22038,1,DIVIGEL,N022038,Prescription,VERTICAL PHARMS LLC,GEL (TRANSDERMAL),0.10%,ESTRADIOL,Label,2007-06-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/022038lbl.pdf
22056,1,PRILOSEC,N022056,Prescription,COVIS,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 2.5MG BASE/PACKET,OMEPRAZOLE MAGNESIUM,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinical_PREA.pdf
22056,2,PRILOSEC,N022056,Prescription,COVIS,"FOR SUSPENSION, DELAYED RELEASE (ORAL)",EQ 10MG BASE/PACKET,OMEPRAZOLE MAGNESIUM,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinical_PREA.pdf
22057,1,ENDOMETRIN,N022057,Prescription,FERRING,INSERT (VAGINAL),100MG,PROGESTERONE,Label,2007-06-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/022057lbl.pdf
22116,1,LEXIVA,N022116,Prescription,VIIV HLTHCARE,SUSPENSION (ORAL),EQ 50MG BASE/ML,FOSAMPRENAVIR CALCIUM,Label,2007-06-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/022116lbl.pdf
22141,1,CIMDUO,N022141,Prescription,MYLAN LABS LTD,TABLET (ORAL),300MG;300MG,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/253_22141-lamivudine-and-tenofovir-clinical-prea.pdf
22173,1,ZYPREXA RELPREVV,N022173,Prescription,ELI LILLY CO,"SUSPENSION, EXTENDED RELEASE (INTRAMUSCULAR)",EQ 210MG BASE/VIAL,OLANZAPINE PAMOATE,Label,2009-12-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022173lbl.pdf
22173,2,ZYPREXA RELPREVV,N022173,Prescription,ELI LILLY CO,"SUSPENSION, EXTENDED RELEASE (INTRAMUSCULAR)",EQ 300MG BASE/VIAL,OLANZAPINE PAMOATE,Label,2009-12-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022173lbl.pdf
22173,3,ZYPREXA RELPREVV,N022173,Prescription,ELI LILLY CO,"SUSPENSION, EXTENDED RELEASE (INTRAMUSCULAR)",EQ 405MG BASE/VIAL,OLANZAPINE PAMOATE,Label,2009-12-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022173lbl.pdf
22186,1,AK-FLUOR 10%,N022186,Prescription,AKORN,INJECTABLE (INTRAVENOUS),EQ 500MG BASE/5ML (EQ 100MG BASE/ML),FLUORESCEIN SODIUM,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022186s000ltr.pdf
22186,2,AK-FLUOR 25%,N022186,Prescription,AKORN,INJECTABLE (INTRAVENOUS),EQ 500MG BASE/2ML (EQ 250MG BASE/ML),FLUORESCEIN SODIUM,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022186s000ltr.pdf
22212,1,DUREZOL,N022212,Prescription,NOVARTIS,EMULSION (OPHTHALMIC),0.05%,DIFLUPREDNATE,Letter,2008-06-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022212s000ltr.pdf
22234,1,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),20MG/2ML (10MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,2,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),80MG/8ML (10MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,3,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),160MG/16ML (10MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,4,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),20MG/ML (20MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,5,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),80MG/4ML (20MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,6,DOCETAXEL,N022234,Discontinued,HOSPIRA INC,INJECTABLE (INJECTION),120MG/6ML (20MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22234,7,DOCETAXEL,N022234,Prescription,HOSPIRA INC,INJECTABLE (INJECTION),160MG/8ML (20MG/ML),DOCETAXEL,Letter,2008-08-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/022234s000ltr.pdf
22268,1,COARTEM,N022268,Prescription,NOVARTIS,TABLET (ORAL),20MG;120MG,ARTEMETHER; LUMEFANTRINE,Letter,2009-04-14T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/022268s000ltr.pdf
22276,1,NICARDIPINE HYDROCHLORIDE,N022276,Prescription,EXELA PHARMA SCIENCE,INJECTABLE (INJECTION),25MG/10ML (2.5MG/ML),NICARDIPINE HYDROCHLORIDE,Label,2008-07-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/022276lbl.pdf
22276,2,NICARDIPINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,N022276,Prescription,EXELA PHARMA SCIENCE,INJECTABLE (INTRAVENOUS),20MG/200ML (0.1MG/ML),NICARDIPINE HYDROCHLORIDE,Label,2008-07-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/022276lbl.pdf
22276,3,NICARDIPINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,N022276,Prescription,EXELA PHARMA SCIENCE,INJECTABLE (INTRAVENOUS),40MG/200ML (0.2MG/ML),NICARDIPINE HYDROCHLORIDE,Label,2008-07-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/022276lbl.pdf
22278,1,MEMBRANEBLUE,N022278,Prescription,DORC,SOLUTION (OPHTHALMIC),0.15%,TRYPAN BLUE,Letter,2009-02-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/022278s000ltr.pdf
22290,1,ADREVIEW,N022290,Prescription,GE HEALTHCARE,SOLUTION (INTRAVENOUS),10mCi/5ML (2mCi/ML),IOBENGUANE SULFATE I-123,Label,2008-09-19T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/22290lbl.pdf
